265,463,0
1824,950,1
1886,141,1
959,345,0
387,390,0
1582,685,1
1425,673,1
1109,1958,1
67,1363,1
676,1206,1
1822,542,1
88,1682,1
1321,789,1
382,1110,1
1197,1165,1
1676,987,1
562,1939,1
1170,589,1
1238,1671,1
639,433,0
1539,1813,1
1204,857,1
566,1283,1
839,1855,1
713,1349,1
720,585,0
133,1252,1
929,1006,1
1982,1954,1
617,1774,1
1289,713,1
1060,1772,1
841,1307,1
274,1488,1
421,1481,1
1659,1177,1
147,445,0
196,458,0
1048,370,0
979,1710,1
359,193,0
1659,1100,1
1463,1171,1
324,1265,1
623,863,1
1465,161,0
1594,657,1
882,191,0
263,985,1
91,1939,1
1686,1034,1
141,744,0
1712,1114,1
1004,1286,1
759,1575,1
174,85,0
827,1869,1
109,26,0
1389,1222,1
1604,1592,1
1801,65,0
420,1493,1
1895,644,1
1240,1299,1
1118,906,1
1869,1804,1
288,1032,1
808,1868,1
736,1655,1
919,933,1
797,1594,1
1331,285,0
485,166,0
1133,492,1
1711,1775,1
459,324,0
1157,108,0
1473,908,1
1727,432,1
377,141,0
558,520,0
815,1384,1
1780,1414,1
1745,1487,1
783,548,0
1050,621,1
600,202,0
1292,17,0
329,328,0
232,1538,1
1507,1799,1
1620,1920,1
1160,1772,1
605,1434,1
282,1956,1
324,1855,1
65,334,0
238,938,1
1685,1917,1
1927,376,1
73,755,0
830,227,0
431,1525,1
1575,1017,1
1778,932,1
544,91,0
758,301,0
148,1020,1
465,796,1
262,894,1
792,429,0
495,845,1
864,1360,1
20,1900,1
707,1491,1
748,801,1
172,1243,1
1566,1291,1
547,976,1
693,1983,1
1279,861,1
1202,1183,1
981,645,1
1441,1533,1
1107,61,0
1317,1959,1
1605,1962,1
274,285,0
744,896,1
1865,971,1
867,1323,1
1402,1464,1
590,692,0
1189,96,0
865,1408,1
1180,1359,1
1995,1794,1
1611,1905,1
1169,318,0
1514,992,1
226,1159,1
1926,1305,1
407,547,0
1565,623,1
150,1240,1
1833,185,1
1307,1881,1
260,545,0
1626,895,1
1048,27,0
783,1683,1
300,1685,1
212,248,0
1497,783,1
1406,1337,1
910,1664,1
1532,419,1
622,634,0
863,1829,1
1297,610,1
1638,1063,1
1325,866,1
1634,374,1
573,1378,1
297,1816,1
290,1072,1
1710,1814,1
364,149,0
1304,1479,1
1796,1265,1
1746,1457,1
1430,851,1
1214,1622,1
1551,1904,1
1852,1103,1
1779,1836,1
387,1728,1
524,1028,1
330,1611,1
232,886,1
398,163,0
1373,1221,1
479,1653,1
128,1539,1
1311,1665,1
306,785,0
876,766,1
338,1184,1
347,1633,1
1155,351,0
1250,340,0
924,1492,1
1160,1103,1
1521,478,1
394,418,0
1354,1657,1
1023,740,1
1303,716,1
735,376,0
1096,1427,1
213,459,0
711,521,0
326,1749,1
1409,1452,1
1508,1088,1
56,1102,1
1259,953,1
819,1032,1
1604,1332,1
381,256,0
1780,401,1
572,1322,1
1627,397,1
440,52,0
878,439,0
1235,445,1
1727,694,1
1507,1816,1
1599,1453,1
1195,69,0
816,886,1
403,671,0
1913,581,1
1436,1619,1
373,1117,1
848,1686,1
1433,720,1
687,932,1
1643,139,0
438,941,1
1715,1159,1
1499,871,1
1194,1001,1
1985,576,1
1696,96,0
899,1175,1
377,893,1
895,1704,1
761,99,0
1682,1487,1
1574,643,1
403,824,1
1556,1745,1
622,244,0
198,1029,1
1225,912,1
743,556,0
1506,1286,1
189,833,0
1713,434,1
1152,993,1
302,1543,1
740,1956,1
1196,1973,1
1981,1184,1
815,1629,1
288,442,0
1233,799,1
560,1494,1
717,77,0
1356,799,1
720,1191,1
786,0,0
1630,1519,1
1766,1369,1
215,1776,1
1093,374,0
399,1024,1
895,376,0
1735,49,0
871,1566,1
1898,535,1
1009,1067,1
1768,696,1
378,1447,1
143,1638,1
706,866,1
784,664,1
1820,288,1
507,616,0
1320,1716,1
61,1248,1
576,436,0
188,256,0
1027,488,1
560,1747,1
798,568,0
1458,1309,1
60,1852,1
1297,1587,1
155,1927,1
111,168,0
1996,1611,1
1579,1681,1
533,1096,1
0,814,0
871,948,1
1891,912,1
675,13,0
1772,1587,1
12,31,0
769,684,1
1653,1179,1
991,42,0
594,49,0
203,5,0
1129,274,0
1854,721,1
1296,362,1
1849,95,1
1560,1761,1
728,1192,1
504,949,1
207,1264,1
1104,1112,1
1500,1108,1
1827,63,0
1547,980,1
1586,1431,1
18,1412,1
231,485,0
15,1071,1
60,423,0
1235,298,0
331,1377,1
605,1925,1
952,1584,1
1507,1550,1
1316,1117,1
1582,1575,1
842,1899,1
279,1801,1
875,474,0
557,485,0
1170,1711,1
583,293,0
327,1249,1
1665,1224,1
1054,978,1
674,1876,1
734,165,0
28,1922,1
1142,488,1
165,1379,1
1828,789,1
750,1170,1
1400,333,1
1757,1417,1
237,341,0
157,550,0
1827,1402,1
1018,659,1
1272,768,1
1197,1886,1
1020,1400,1
1097,163,0
780,952,1
1242,1004,1
417,269,0
269,720,0
1116,712,1
336,350,0
1030,164,0
1495,534,1
1321,1574,1
1055,1978,1
994,1273,1
595,581,0
1819,678,1
720,1507,1
1207,279,0
1765,1484,1
283,1549,1
1171,359,0
1557,1271,1
240,1544,1
11,1446,1
84,146,0
840,164,0
69,95,0
371,1071,1
1550,1944,1
744,311,0
938,1123,1
388,1989,1
1152,1202,1
1440,1589,1
1135,668,1
375,1387,1
1754,884,1
321,1901,1
973,421,0
245,739,0
192,1266,1
1791,994,1
1972,633,1
643,379,0
856,452,0
1975,1628,1
819,1233,1
422,225,0
1738,1375,1
669,466,0
1975,942,1
838,1162,1
1812,511,1
1104,1576,1
1237,1109,1
1884,419,1
1254,485,1
1469,327,1
1600,1923,1
232,231,0
1516,1649,1
118,1626,1
1681,1752,1
533,1150,1
26,137,0
1827,159,1
93,1927,1
1954,405,1
1056,125,0
1970,219,1
941,314,0
1325,698,1
1282,172,0
593,861,1
1711,76,0
1817,285,1
997,1283,1
1020,466,0
862,1533,1
20,756,0
834,1961,1
290,1322,1
1267,108,0
962,549,1
1495,696,1
1954,954,1
1634,1056,1
386,1937,1
1935,1569,1
586,1877,1
946,1050,1
1132,1560,1
1290,1431,1
1723,487,1
1160,98,0
944,1038,1
160,473,0
89,1470,1
83,1683,1
1672,836,1
258,1661,1
1222,1451,1
901,1540,1
760,1045,1
1339,1335,1
1661,361,1
1129,1622,1
133,1032,1
1456,1236,1
1922,336,1
228,1958,1
1561,252,1
247,3,0
850,1977,1
143,813,0
607,1134,1
1439,550,1
1102,1412,1
1044,1534,1
808,853,1
65,1698,1
629,1546,1
236,1432,1
1094,1939,1
717,1667,1
111,1380,1
225,854,0
517,409,0
1619,936,1
4,536,0
331,1406,1
1078,1588,1
1759,1802,1
1307,1950,1
967,206,0
795,996,1
89,624,0
1677,806,1
984,619,1
948,1791,1
383,922,1
658,1651,1
110,596,0
1577,1111,1
833,865,1
278,193,0
1349,539,1
821,316,0
684,1269,1
124,507,0
1538,553,1
190,739,0
208,252,0
1252,366,0
1375,1797,1
637,506,0
173,270,0
930,1990,1
316,190,0
226,149,0
290,702,0
794,487,0
740,867,1
706,1711,1
40,165,0
453,740,0
1342,384,1
1807,1046,1
479,1616,1
1994,1502,1
609,1806,1
1698,49,0
206,1904,1
214,120,0
217,1884,1
1244,997,1
777,1209,1
851,141,0
532,219,0
337,1459,1
1932,793,1
1726,727,1
1713,1683,1
1301,1659,1
1128,1129,1
1697,851,1
662,667,0
1212,1212,1
1563,827,1
1083,1212,1
1655,1696,1
314,678,0
730,1170,1
396,290,0
1420,1700,1
316,487,0
939,580,1
294,1253,1
516,951,1
1734,1839,1
785,199,0
586,1096,1
1259,1211,1
321,1131,1
229,25,0
11,1404,1
11,731,0
459,769,0
839,254,0
337,37,0
288,915,1
584,652,0
1245,253,0
1560,875,1
1619,169,0
1587,786,1
478,761,0
463,975,1
1083,556,1
1157,355,0
1368,889,1
809,892,1
1321,1550,1
1057,293,0
614,1031,1
1906,1166,1
1008,1307,1
1319,1066,1
1989,1840,1
674,1479,1
88,1879,1
292,1432,1
233,1677,1
200,1052,1
927,974,1
1157,952,1
1208,225,0
894,423,0
504,1445,1
515,417,0
1992,796,1
1110,1360,1
108,329,0
276,1973,1
213,1819,1
425,826,1
713,1078,1
578,715,1
1066,1269,1
1223,643,1
1422,42,0
1269,444,1
188,1691,1
1988,1365,1
41,1446,1
605,303,0
1990,258,1
187,724,0
949,729,1
506,145,0
1968,272,1
831,1157,1
1994,1979,1
863,539,0
175,1603,1
110,1235,1
910,1198,1
904,1996,1
938,1359,1
1216,1835,1
1162,39,0
1495,1252,1
300,1497,1
1862,1663,1
352,102,0
1111,1645,1
928,45,0
885,1998,1
843,1438,1
1557,579,1
824,466,0
882,1299,1
35,79,0
11,1044,1
1404,550,1
818,1416,1
1973,1151,1
1880,1656,1
1685,1994,1
893,1623,1
1554,1301,1
1290,1543,1
1698,1357,1
383,489,0
1913,27,0
1631,1441,1
151,1567,1
1048,1145,1
1627,751,1
1944,120,1
1606,1871,1
1510,1111,1
258,1665,1
376,146,0
1400,1834,1
672,214,0
924,1796,1
592,645,0
1848,697,1
39,431,0
49,356,0
909,275,0
1917,861,1
566,477,0
581,1800,1
828,1505,1
459,521,0
1023,372,0
279,1737,1
617,182,0
806,1879,1
63,1548,1
1101,979,1
320,1249,1
470,1952,1
1845,32,0
205,1776,1
1643,920,1
439,762,0
535,413,0
674,304,0
1250,1211,1
1150,319,0
839,502,0
409,1158,1
964,569,1
1934,533,1
61,1823,1
1176,886,1
271,580,0
1302,1686,1
1714,1729,1
1564,1606,1
887,1584,1
1466,714,1
1053,1708,1
1836,1202,1
1107,796,1
630,36,0
205,220,0
233,722,0
998,1840,1
986,772,1
228,314,0
1304,239,0
523,1730,1
332,1518,1
1780,1086,1
1249,288,0
322,532,0
134,1962,1
1555,1125,1
1208,402,1
966,861,1
1103,749,1
552,224,0
202,1130,1
52,1312,1
285,122,0
561,838,1
975,23,0
442,837,1
1702,1036,1
1971,1541,1
1357,288,0
817,748,1
412,1075,1
1418,970,1
1070,551,1
83,976,1
1715,1944,1
1185,1183,1
197,827,0
1790,146,1
1617,1997,1
1097,1256,1
295,1461,1
777,58,0
650,693,1
789,438,0
61,1237,1
1582,1804,1
303,932,1
947,1325,1
502,928,1
500,1992,1
459,309,0
335,1035,1
1536,1818,1
1819,879,1
1679,903,1
1126,1425,1
1006,1395,1
1367,1735,1
